preprocessed_text,label
የተግባር የወሬ የወሬማ ኢትዮጵያ ይላል አብይ አፉ ኢትዮጵያ ልቡ ግልገል ኦነግ በሰሜን ጥላቻ ያበደ ሰው,1
አዲሱ የትራንስፖርት በስልጣን ህግ መኪና እየነዳችሁ ስራ መሄድ አይቻልም,0
ፊንፊኔ ምንታደርጋላችሁ አመት የገደልከውና የጤፍ መሬቱን የዘረፍክ ህዝብ ትሰራላችሁ,1
እናት ፓርቲን እደግፋለሁ ብየ ያልሆነ ማክረርና ድሮ ኢትዮጲያ ነበረች ጉራ በዛ አብን ደግሞ አስፈሪ ብሄርተኛ ሆነብኝ አቢይ መሪ እስከሆነ ድረስ ምርጫየ ኢዜማ ይቅናው እንግዲህ,1
የኢፌዲሪ ጠቅላይ ሚኒስትር አቢይ አህመድ ዶክተር ከሱዳኑ ጠቅላይ ሚኒስትር አብደላ ሀምዶክ ከሶማሊያው ፕሬዚዳንት አብዱላህ ፋርማጆ ተወያዩ ባህር ታሀሳስ,0
ይቅር አይልህም ሁሉንም ቤዛነት አልፈዋል ከእናንተ እያንዳንዱ አቶም ከመጠን ባለፈ ሰፊነቱ የተነሳ ይከራያሉ,1
ሰው ጠፍተህ ደሞ ሰሞኑን,0
በነካ የሸርታታና የከሀዲ ዱልዱም ብእርህ ወልቂይትና ራያ ለትግራይ ክልል ይሙለሱ ከወያኔም ተደራደሩ የሚለውን የአሜሪካ አቋም ደግፍ,1
ቅማላም ትግሬ ጠግበህ ብላ መጀመሪያ,1
ሆሮጉዱሩ ወለጋ ጃርደጋ ጃርቴ ወረዳ ከምሽቱ አስፈሪ ሁኔታ ያለሁ በሆሮጉዱሩ ወለጋ ጃርደጋ ጃርቴ ወረዳ,1
ዛሬ ምሽት ሰአት በአሻም ቲቪ በአሻም ቲዩብ ይጠብቁን,0
በቃ በአሜሪካ በሱዳን በግብፅ በአሜሪካ ተማምኖ ኢትዮጵያውያን ለማፍረስ የሚጥረውን ትግሬ አጋሜን በአንድ ተነስተን እናውድም,1
አቤት ጉዳቹህ ከዚህ የማይረባ ስውይ ተጣብቃችሁ የነበራቹህ ባንዳዎች ፍ ትህ እየቀረበች ድል ለአማራ ህዝብ,1
እየሄድኩ ስትሏቸዉ ጴንጤ ቤተክርስቲያን እየሄድኩ ስትሏቸዉ ደሞ ኦሮቶዶክስ የሆናችሁ ሚመስላቸዉም ሰዎች ጉድ ናቸዉ,1
የኛዉ ዙር የኢትዮጵያ ንግድ ባንክ ይቀበሉ ይመንዝሩ አሸናፊ እጣ ወጣ በጅብሪል ሙሀመድ ጥቅምት ቀን,0
በእግዚአብሄር ማመን አልፈልግም ስለሆነም በሳይንሳዊ የማይቻል ነገር ለማመን መርጫለሁ ህይወት በድንገት የተፈጠረው በአጋጣሚ ጆርጅ ዋልድ በህክምና,0
የትግራይ ህዝብ በታሪክ የኢትዮጵያን መከላከያ እንደገደለ ባንዳ እንደሆነ አለ ከሀዲ ህዝብ ወንበዴውና ህዝቡ ችጋራሞች አለ ፕረዚዳንት መንግስቱ አውቋቸዋል የእናት ጡት ነካሾች,1
አድባሩ ደህና አገሬ ታማ አገሬው ጦም ጠሎት ይዟል,0
የተረገሙ የሚወ ቸው ሰዎች ደስታን በጭራሽ አይዩም ዳግም በደንብ አይተኙም,1
ወታደር ኦነግ,0
ሰውን ሰው ሳይሆን እንሰሳ በአይነትዘር ለይቶ ፍፁም ጠላት ፍፁም ወዳጅ ብሎ እሚፈርጅ የሀሳብ መቀራረብን እማይፈቅድ,0
አቶ መቸም የናንተ ጠቅለይ ምኒስትሩ ጅል አኽቲቪስት ተብየ ጅሎች አየ ኢትዮጵያ ጅል በጅል መሆንዋን ያሳዝናል,1
የብልፅግና አምባገነንነት ለየት ባልደራስ ሰልፍ ሲጠራ ተከለከለ ለራሱ ለብልፅግና ድጋፍ ሲጠራ ደሞ ተፈቀደ,0
የነዚ ቆሻሾችን የሶሻል ሚዲያ ውንብድና ማየት ያስጠላኝ አረመኔዎች,1
አንቺም ዜሮ ዜሮ በሚለው ዘፈን ይታወቃል አፈጣጠሩ የሰው አስተሳሰቡ የሆዳም በሬ የሆነ በአንዳንድ ቦታ ሰለሞን ቅንድቡ በመባል ይታወቃል,1
የአብይ ስርአት ጨፍጫፊ ጨካኝ ስርአት ዝህቦች በጠራራ ሰአት ይገደላሉ ዝርፍያ ተበራክተዋል የአለም መንግስታቶች መፍትሄ ሊሰጡን,1
ገደል ግባ የህውሀት ሽንት ጨርቅ አጣቢ ድጋሚ ግዜ ምነግርህ ግደል ግባ ሄደህ ለማያቅህ ታጠን,1
ነበርሽ የመጨረሻ ሚስት ፎቶ የላትም,0
የአውሬው_ቁጥር_ የኮቪድ ክትባት_ምን_አገናኛቸው መከተብ ጥበብ አይጠይቅም ሙሉውን ለማንበብና ቪዲዮውን ለመመልከት ያለውን መጠቁ,0
እውነት እልሀለሁ ሰይጣን እራሱ ሚቀናብህ ጨካኝ ነህ ሰው ጠልቼ አላቅም አንተን ምጠላህ ጨፍጫፊ ነህ ዘር ማጥፋት ፈፅመሀል የጅህን ምታገኘበ,1
ህዝብን ማንቋሸሽ ምንም ጥቅም የለውም በትግራይ ህዝብ ስም የሰበሰባችሁትን እርዳታ ለህዝቡ ብትልኩ ጥቅም ይኖረው ሌላው ነገር ምንም ጥቅም የለውም,1
ምኑ ይመቻል ምላስ ለብላቢ ያኔ ለወያኔ ተንበለበለና ባዲስ ምላስ አለማፈሩ ሲጎረብጥ,1
አስመሳይ ትግራይ ሰላም ያለና የሚትቆጣጠረው ለማስመሰል ነህ አይሰራም ብቸኛው አማራጭህ ህዝብ ከመረጠው የትግራይ መንግስት መደራደር,1
ለግምብራስማ አሳነሰው ደረቅ ብታደርግለት ብዬ እኮ,1
ሰይጣን የውሸት አባት የተባለው ከወያኔ ቀድሞ በመፈጠሩ በፍፁም በውሸት አይደርስባቸውም,1
ግድ ወያኔን ለማገዋለል ያስፈልጋል,0
ባጫ በጭባጫ ያድናችሁ ብለናል እንኳን እየተዋጋን ብንተኛም አዲስ አበባ አይገቡም ሲያዝናናችሁ አልነበረም ደሲ ኮምቦልቻና,1
ውሻ በበላበት ይጮሀል ካልሆነ በስተቀር አመት ንግስና በቃችሁ ለወጣቱ ትውልድ አስረክቡ ተብለው ስልጣን ለመቀጠል ክልሎችን ወረው በሺህ የሚቆጠ,1
ባስተርግዋሚ አድምጠው ክህደትና ውሸትም ከመሪዎቻች መታወቂያ ታድላችዋል አይታይህም ኦነግ ህዝብ ሲፎክር,1
በግልፅ ከትህነግ ጀርባ ላለችው አሜሪካ ዳንኤል ከተባለው ተቋም ጋርም በብዙ ሚሊዮኖች የሚቆጠሩ ኢትዮጵያውያን መኖራቸውን ማሳወቁ ተገቢ ሳይሆን አይቀርም,1
አለመረጋጋት ለማስከሰት የውጭ ሀይሎች ስውር አጅ ይኖርበታል የሚል ግምት አለኝ እንዲህ ጥሰት ውጥረት አንደሚፈጥር ግልፅ,0
ክክክክ ደሞ ሀገር ስትል አታፍርም ሀገር ሻጭ ከሀዲ ባንዳ ያኔም ቢሆን አባቶችህ ከጣልያን ሆነው ወግ,1
ይረጋጉ የርሶ አይነቱ ያልተገራ የፖለቲካ ግልቢያ ለማንም እንዳልበጀ ከጡት አባታችሁ ከትህነግ ለመማር ጥረት ያድርጉ,1
የተማረኩት ወንበዴዎች በሳምሪ ለፈፀሙት የዘር ማጥፋትና በሀገር ክህደት በአስቸኳይ ለፍርድ በጦር ፍርድ ቤት መቅረብና በጥፋታቸው መሰረት,1
ሀትሪክ የግሉ ትንሹ ልኡል አቡኪ,0
ፓርላማው የዚህን ፀረሀገር ህብረት የሚወነጅል ህግ ማርቀቅ አለበት,0
ደንቆሮ የባለጌ ልጅ ድሮውንም ከሌባ ተከታይ ይጠበቃል አህዮች,1
ጃል ፈረስ አልኩ መጋዣማ አገሩን ሞልቶታልኮ,0
ጁንታ ማንነትህ ታውቋል በቅርብ ሂሳብህን ታወራርዳለህ ሀገር ጠቀምጠህ ቅዘንህን አትቀዝንም,1
እናመሰግናለን ቱርክ ኢትዮጵያ የወዳጆቿን የጠላቶቿን እርዳታ አትፈልግም,0
የኛ ጠላቶቻትን ናቹ ከናንተ ሚያገናኘን የለም ሊኖርም አይችልም ባንዳ የባንዳ ዘር የኢትዮጲያ ጠላት ደሞ ይላል የዘራፊ ልጅ,1
በስጋ በደም ከወያኔ የተወለደው ሽኔ ኦነግስ,1
ገልቱ ሀሳብ ይዘህ በአስተዋይ_አይምሮ ብራዘር ክላሽ አያደርግም ሲሉ ሰምተሽ ለማበረታታቱ አላችሁ ለትችቱም ሜ ሯጭ,1
ሯንዳ ኡጋንዳ ታንዛኒያ ኬንያ ግምባራቸው ኢህአዴግን ያስንቃል,1
አረመኔ ብድን ፈጣሪ አይፈራ አሜላካቸው አሜሪካን ምድር የምጠብቀው ይሁሉ ግፍ ሲሰራ ተው አትልም አበቃው,1
የፍቅር ቃል አያልፍ አለም ያልፋል ካንቺ በፊት ስሜ ሰው ነህ ይላል ፍቅር ሳይኖረው ሀገር ሀገሬ አንቺን ሳፈቅር ለፍቅር,0
የሻቢያን ሰራዊት ይዛቹ የሁሉንም ክልል ልዩ ሀይል ይዛቹ የአማራ ፋኖና ሚሊሽያ ይዛቹ የሶማሌን ወታደር አሰልፋቹ የአረብ ኢሚሬትስ,0
ተው ወያኔን ቅዱስ አታድርጉ ጉዷን እያየን እየሰማን ያደግነው ሰማነው ደግሞ ተጋሩዎች ጭምር,1
እኩል ራስን በራስ የማስተዳደር ቋንቋቸው የመጠቀም ባህላቸው የመጠቀም መብታቸው ሲጠቀሙ በውሸት አገር አይገነባም,1
መፅሀፍ ቅዱሳዊ ትንቢቶችም ሆኑ የክርስቶስ ዳግም ምፅአት የኢሉሚናቲ መንግስትም ሆነ የአለማት ጌታ እጣ ፈንታዎን ሊለውጡ አይችሉም በከባድ ድህነት ይኖራ,0
ሰሞኑን ወያኔ ስለምታደርገው ወታደራዊ ጥቃት የተጠየቁት ፃድቃን ሲመልሱ ያስቀመጥነው የተኩስ አቁም መንግስት እንዲቀበል ለማስገደድ ብለው ህፃናትን በመጨፍጨፍ ነ,1
ታላቁ እስክንድር ነጋ በታሪክ ሚወሳ ጀግና አብይ ብልግና ፓርቲ ወያኔ የጣለውን እንቁላል ሰብሮ የወጣ ፍትህ ለእስክንድርለአስቴር አስረክ አንተን,1
ካቃታችሁ ተመልሰን እንነጥቃችኋለን የዛኔ ተላላኪ ነበርኩ አሽከር ነበርኩ አይሳራም እያንዳንድሽ በስልጣንሽ ትጠየቂያለ,1
አመድ ድሮስ ከባንዳ ልጅ ይጠበቃል ባንዳነት ነዉንጂ,1
አብን ብአዴን ልጅ ብለን ተናግረናል አማራ መሪ አልባ ተደርጓል በሴራ,1
የሶማሊያ መንግስት ከኬንያ ያለውን ዲፕሎማሲ ግንኙነት ማቋረጡን አስታወቀ,0
ዛሬም ነገም ሚኒሊክና የዛሬዎቹ ግልገሎቹ የኦሮሞ ህዝብ ጠላቶች ይህም በኦሮሞ ስም የሚነግደውን ጠሚኒስተቴር ተብዬ ይመለከታልየሚኒሊክን ዘግናኝ ጭፍ,1
ይሄ ሰው ማነው በምንስ ሁኔታ ከለማ ምገርሳ ከነአብይ ሊዶልት ቻለ ምናልባትም ስልጣኑን ለማጠናከር ኦነግን ይጠቀም ይሆን በአማራ,0
ወያኔ ከኢትዮጵያውያን አእምሮ የማይጠፋ ታሪክ የማይረሳ ሀገር የከዳ ዘር ማጥፋት ተግባር የፈፀመ ሸፍታ ድርጅት,1
ወንድሜ የጠላት የለውም ያድርጉ ያጎበድድላቸው የነበረ የሰይጣን ቁራጭ ዛሬ ስልጣን,1
አጋሰስ ሌባ ከየትም ተለቃቅመህ የመጣህ የጫታም ልጅ ቱሪናፋህን ከምትነፋ አመት ሙሉ በኦሮሞ ጂሀዲስቶች እየታረዱ ላሉት ሚስኪን አማሮች ድምፀ ሁ,1
ሰይጣን የያዘኝ,0
እናንተን የመሰለ ሰይጣን የሌለበት መንግስት ተመሰረተ ደስ ይላል,1
ፈሪ ሳትሆን ስትቀርእውነታውን መጋፈጥ ትክክል መሆኑን ስታምንበፖሊሲ ሀሳብ ችግርህን ትጋፈጠዋለህመፍትሄ ታበጅለታለህ ሸንጎ ትቀመጥለታለህ ነጠላ ማንነት መርጠህ አትደበቅምጣት,0
ኢቲቪ ፋና የሚሰሩ የአብን ጋዜጠኞች አዳነች አቤቤ ለእኔ ዜና ቅድሚያ ስጡ እያለች ጫና እየፈጠረችብን የሚል ስም ማጥፋት ዘመቻ በዘሀበሻ የከፈቱት ግለሰቦች ማንነት በመታ,0
ንብረት በማውደም ለዚህም ዘመቻቸው እንዲረዳ ወጣቶቹን ጭፍጨፋውና ውድመቱ በደንብ በባለሙያ ስልጣን በነበሩ ፅንፈኛ የሁቱ ባለስልጣናት ጭምር የታገዘ ስልጠና በድብቅ ይሰጣቸው,1
ኮተታም አተ ሰዉ ነህ ጭቅላትህ ሆድህ ኤርሚያስን ለመተቸት ሞራል የለህም የአበበ ገላዉ የዉሸት ማስረጃ ይሰማዋል,1
ኮመንት ትግሬዎች የሚታዩህ እራሳቸዉ ንፁሀኑን እያረዱ የሚያለቃቅሱት አልታይ አሉህ መሰለኝ,1
ጎንደር ተወልደህ የፈራህ እንደሆን ጎጃም ተወልደህ የፈራህ እንደሆን ወሎ ተወልደህ የፈራህ እንደሆን ሸዋ ተወልደህ የፈራህ እንደሆን እናትክን ጠይቃት ሽል ቀ,1
ከዚህ ጊዜማ አሳምሮ በትህነግና በጭፍሮቿ ፈረደ እንዲህ እብሪታችሁ ተንፍሶ ማዬት በራሱ የጊዜ ውጤት,1
ጥር ጨረቃ ለሚደረግ ጉዞ ሶስት ግለሰቦች ሚሊዮን የአሜሪካን ዶላር ሊከፍሉ መሆኑ ተሰማ ስምኦን ደረጄ,0
ጁንታዎች ቆሻሻ ውሻ ሸርሙጣ የቀን ጅብ የምፈራቸው እነዚ ጭራቆች,1
እውነት ውጤትን ታሳቢ አታደርግም ልታሸልምህም ልታስገድልህም ትችላለች,0
የዘንድሮው ምርጫ ካለፉት ምርጫዎች የሚለየው ባለፉት ጊዜያት ለምርጫ የሚቀርበው የቀን ጅብ ደሞ የበግ ለምድ የለበሰ ተኩላ አፈ ቅቤ ልበ ጩቤ,1
አስፋልቱን ተቆጣጥሮ ትግራይ ነፃ ወጣች የሚል መንግስት ያላት የድሮ ሀገሬ ኢትዮጵያ መሪ አብይ አህመድ,0
በሀገር መከላከያ ሰራዊታችን የተቃጣውን ጥቃትና በከሀዲዎች የደረሰበትን ስቃይ ሳንረሳው ዛሬ ደግሞ በተቀነባበረ ሴራ ስሙን ለማጠልሸት የኢትዮጵያውንን የዋህ ልብ ለማስደንገጥ,0
ክብርት ከንቲባ መልካም ሰራ,0
የኦሮሞ ህዝብ ለጠራሀቸው ሰዎች ያለውን ፍቅርና ቦታ ድረሰ እንደሆነ አታውቅም ሰለኦሮሞ ፍላጎትየማንተዋወቅ ህዝቦች,0
በአፍር ቀን አለፈው መሰለኝ ዳግም ትንኮሳ ለማድርግ የመጣውን ገብስ እሽት ተደርጎ የተመለሰው ጁንታው የዚ ጆንታ ወሸት ሸተተ ሳ,1
ህወሀት ተከታዮቹ በኢትዮጵያ በኤርትራ መንግስታት የተቀናጀ አለም አቀፍ የተሳሳተ መረጃ ዘመቻ በህወሀት የተፈፀመውን የዘር ማጥፋት አስገድዶ መድፈር ዝርፊያ ጥፋ,1
ሀይማኖተኞች ትዊተር ሰርገው ገብተዋል ራስዎንና አካባቢወን በንቃት ይጠብቁ,0
ይኬ እኮ በስነርአት ቆሞ መሽረፈትን ማናገር የማይችል ፈሪ ቅዝናም በትግርኛ ቦጅባጅ የምንለው እርባና የሌለው እሽከር ለመሆን እንኮን ብቃት የሌለው,1
ይከብዳል አስፈሪ ዘግናኝ ሀገር እንደሆነች እኮ የሚያሳየው ይሄንን ሲኦል ሆነህ ብትሳደብም ታሳስርሀለች,1
እንኳን ኤርትራ ሱዳንም ገብታለች አፋችሁን አትክፈቱ ሀገር አስደፋሪዋች,1
ድካም ክህደት ሰጥ ለጥ ብሎ ስለሚሰራ ነውወገን ሀገርህን ክብርህን መጠበቅከፈለክ ዶክተር አብይን የመውቀሻም የማሞገሻም ጊዜው ጊዜው የኢትዮጵያ ጠላት የሆነውን ወ,0
አሁንም መዋሸት አላቆማችሁም ከአሁን ብሀላ ጁንታዉ ህልም ሆኖ ላይመለስ አክትሞል ወሬ አያስፈልግም ስራ,1
አዲስ አበቤ መነግድ እኮ ከጁንታው እንጦርጦስ ወርዷል ሳይረፍድ ሚና እንለይ የብልፅግናውን ፍጥነት ልብአልተባለም እናስተውል,1
ከራሷ ከምድሪቷ ምእመናን በመስጂደል አቅሷ በመስገድ ወራሪው የእስራኤል ሰራዊት በሸይኽ ጀራህ መንደር እየፈፀመ ያለውን የማፈናቀልና ንፁሀንን የመግደል ተግባር,1
