text,label
የትግራይ ብሄርተኝነት መነሻም መደምደሚያምም የአማራ ጥላቻ ነው:: ኢትዮጵያም የአማራ ስራ ውጤት ስለምትመስላቸው ኢትዮጵያውያንን አምርረው ይጠላሉ! ብዙ ምርምር አያስፈልገውም ብቸኛው ምርጫ ማሸነፍ ነው #Ethiopia,1
ሰውዬው ልብስ ለብሶ የሚሄድ ሰይጣን ነው ቆይቶ እኔ ምድርን የዘረጋሁ ነኝ ይለናል ፈጣሪ ቶሎ ካልዘረጋልን ወደመሬት ይህንን ሰይጣን,1
.ከ sister ጋር ወደ ትግራይ በመሄድ ጁንታውን ለማጋለጥ የወሰንበትን Day-3 በማክበር situation ላይ ነን።,1
ጠቅላይ ሚኒስተር አብይ አሀመድ ይድረስ ?አንተ ስልጣን ከያዝህ በሁላ ያስጨረስከውን አማራ ወያኔ ብ27 እመት ከጨረሰው ጋር ይነጣጠር በዉሎ ህዝብ ላይ የምትጬውተውን,1
ሁሉም አጀንዳ ኢላማውን እንደሳተ ይኸው ዛሬም አለን ??,0
ዶሮ ምለስ እንጂ ያላትም መንጋገ ??የፓይሌቶቹ ሀገር እንዴT ነሽ ወለጋ!! #Wollega #Oromia #Amhara #StopAmharaGenocide #stoporomogenocide #StopTigrayGenocide,0
የሱ ዜጎች አደሉም እየተቀጠፉ ያሉት። አውሬዎች ናቸዉ የሱ ዜጎች የንፁሀኑን ህይወት የሚቀጥፉት ለዛም ነዉ በተደጋጋሚ በፈጣጣ አይኑ ሽምጥጥ አርጎ የሚክደዉ።,1
ቢሊዮን ዶላሮች በአመት የሚያስገኝ ህዳሴ ግድቡ በቱሪዝም አቅሙ,0
የሻቢያ ወንዳገረድ ከትግራይ ምድር ለቀው እንዲወጡ ንገራቸዋ ወደሉ,1
ባለጌ ሁላ! ያለ ይመስለኛል,1
ጭላ ላይ ወያኔ ማሳረጊዋ ሊሆን ነገር አፈር ሸሻት ህውሃት,1
እኛ እናወራለን እሱ እቅዱን ለማሳካት እየሮጠ ነው።,0
ወንድሞቻችንን ገላቹ ስጋቸውን እያቀቃጠላቹበት የወጣው ተንቀሳቃሽ ምስል መሪዎቹ አማራዎች ቢሆኑም ከነሱ ጋር እያቃጠላቹ በምትነጋገሩት ድምፅ ከየትኛው ወገን እንደሆናቹ ለይተናል። የኣ,1
ምን ይሁን ብለህ ነው። አውሬዎች ለ 27 አመት የሰሩት ከ ወንድሞቻችን ጋር ለማቆራረጥ ነው። ኢትዮጵያ የ መሬት ችግር የለባትም። ጠቅላይ ሚኒስትሩም የ,1
ሀቅ ነው፣ ሰውየው አንድ ነገር ቢሆን ወይዘሮዋ በየቦታው እየዞሩ ትምህርት ቤት አይመርቁም ነበር፣ ግን ስዪም ተሾመ በፊት ወሬ እንለቡ የአገኝ ነበር አሁን ስለተከለከለ በግምት መቀባጠር ጀመረ።,1
የብሔርተኝነት መጨረሻው ወደ አረመኔነት መቀየር ነዉ የመቀሌው ጁንታ በሰራዊታችን እና በንፁሃን ቤተሰቦቻችን የፈፀመው ጭፍጨፋ.ክቡር ዶክተር አብይ ለፍትህ የ,1
ንፍጣም ሁላ እስር ቤት ባለ ሰው ትስቃለህ አይደል? ደደብ!,1
ይኼ ሁሉ ባዶ ጉራና ታዲያ እንደ አይጥ ጉድጓድ ውስጥ ተቀብረው ሽንት በሽንት የሆኑ መሪዎችን ይዘው ነው።,1
ተፈሪ ዓለሙ ከመምህር ተስፋዬ እሸቱ የተላከለትን ፅሁፍ ያዘጋጀውን ይዞላችሁ ይቀርባል፡፡ የጨዋታ እንግዳችን #ፕሮፌሰር_መሳይ_ከበደ ናቸው፡፡ ከፕሮፌሰር መሳይ ከበደ ጋር የተደረገው,0
ሲበዛ ደደብ ነክ ከናንተ ጋር አህያ ብቻ ነው የሚቀላቀለው ::ዕድሜ ልካችሁን መርዛሞች እስኪ ስ,1
ከዚህ በላይ እንዴት ፎቶ ይውጣልሽ ተይ እግዜአብሄርን አታማሪ,1
አባባ ተስፋዮ በህይወት አሉ ማለት ይቻላል !,0
ውሻ ምን አገባት እርሻ! ይሏችኋል ይህ ነው ::,0
መሰላቸት ሰው ነው ፡፡ አሰልቺ ስለሆንክ ብቻ አንድ ነገር መጣል አንድ ነገር ማድነቅ እንደማትችል ያሳያል . አሰልቺ ስለሆኑ ቢያንስ አንድ ነገር መጣል ሲፈል,1
ተመሳሳይ ታሪክ ነው ያለን ። ኣይዞን አንድ ቀን እኛም እንደሌሎቹ የራሳችን እምንላት ሃገር ትኖረናለች ።,0
ከአተም ጋሪ ሴራ አለ አዘንብህ የወሎን ህዝብ ለጂብ ጥለህ ጎደሪ ባህዳር እዳይገቡ እየተከላከላቺሁ ያላቺሁት ክፊ ስራ ለማንም አይበጂ አብይ እዝህ መከራላይ የወደቀው,1
የተግባር እንጂ የወሬ የወሬማ ሁሉም ኢትዮጵያ ይላል አብይ አፉ ኢትዮጵያ ልቡ ሌላ ነው ግልገል ኦነግ ነው በሰሜን ጥላቻ ያበደ ሰው ነው,1
አዲሱ የትራንስፖርት በሥልጣን ሕግ መኪና እየነዳችሁ ሥራ መሔድ አይቻልም,0
እናንተ ፊንፊኔ ውስጥ ምንታደርጋላችሁ? ለ27 አመት የገደልከውና የጤፍ መሬቱን የዘረፍክ ህዝብ ውስጥ ምን ትሰራላችሁ?,1
እናት ፓርቲን እደግፋለሁ ብየ ነበር: ያልሆነ ማክረርና ድሮ ኢትዮጲያ እንዲ ነበረች አይነት ጉራ በዛ . አብን ደግሞ አስፈሪ ብሄርተኛ ሆነብኝ . PP አቢይ መሪ እስከሆነ ድረስ ምርጫየ አይደለም . ኢዜማ ይቅናው እንግዲህ!,1
የኢፌዲሪ ጠቅላይ ሚኒስትር ዐቢይ አህመድ ዶክተር ከሱዳኑ ጠቅላይ ሚኒስትር አብደላ ሀምዶክ እና ከሶማሊያው ፕሬዚዳንት አብዱላህ ፋርማጆ ጋር ተወያዩ፡፡ ባሕር ዳር፡ ታኅሣሥ 11/,0
ይቅር አይልህም ፡፡ ሁሉንም ቤዛነት አልፈዋል ፡፡ ከእናንተ እያንዳንዱ አቶም ከመጠን ባለፈ ሰፊነቱ የተነሳ ይከራያሉ,1
??ብዙ ሰው እኔ ነኝ እያለ ነው ፤ ጠፍተህ ነበር ደሞ ሰሞኑን,0
በነካ የሸርታታና የከሃዲ ዱልዱም ብዕርህ ወልቂይትና ራያ ለትግራይ ክልል ይሙለሱ ከወያኔም ጋር ተደራደሩ የሚለውን የአሜሪካ አቋም ደግፍ:: ይህ ነው:: ይህ,1
ቅማላም ትግሬ ጠግበህ ብላ መጀመሪያ,1
#AmharaGenocide #Amharamassacre ሆሮጉዱሩ ወለጋ ጃርደጋ ጃርቴ ወረዳ አሁን ከምሽቱ 12:55 እጅግ አስፈሪ ሁኔታ ነው ያለሁ። በሆሮጉዱሩ ወለጋ ጃርደጋ ጃርቴ ወረዳ,1
ዛሬ ምሽት 3፡30 ሰዓት ላይ በአሻም ቲቪ እና በአሻም ቲዩብ ይጠብቁን!,0
በቃ በአሜሪካ በሱዳን በግብፅ በአሜሪካ ተማምኖ ኢትዮጵያውያን ለማፍረስ የሚጥረውን ትግሬ አጋሜን በአንድ ተነስተን እናውድም,1
አቤት ጉዳቹህ ከዚህ የማይረባ ስውይ ጋር ተጣብቃችሁ የነበራቹህ ባንዳዎች ፍ ትህ እየቀረበች ነው!!!ድል ለአማራ ህዝብ!!!,1
Church እየሄድኩ ነዉ ስትሏቸዉ ጴንጤ ቤተክርስቲያን እየሄድኩ ስትሏቸዉ ደሞ ኦሮቶዶክስ የሆናችሁ ሚመስላቸዉም ሰዎች ግን ምን ጉድ ናቸዉ,1
የ20ኛዉ ዙር የኢትዮጵያ ንግድ ባንክ ይቀበሉ ይመንዝሩ አሸናፊ እጣ ወጣ። በጅብሪል ሙሀመድ ጥቅምት 5 ቀን,0
እኔ በእግዚአብሔር ማመን አልፈልግም ፣ ስለሆነም በሳይንሳዊ የማይቻል ነገር ለማመን መርጫለሁ ፣ ሕይወት በድንገት የተፈጠረው በአጋጣሚ ነው ፡፡ ጆርጅ ዋልድ (1967) - በሕክምና የ,0
የትግራይ ሕዝብ በታሪክ የኢትዮጵያን መከላከያ እንደገደለ ባንዳ እንደሆነ አለ ከሀዲ ሕዝብ ነው ወንበዴውና ሕዝቡ አንድ ነው ችጋራሞች አለ ፕረዚዳንት መንግስቱ አውቋቸዋል የእናት ጡት ነካሾች,1
አድባሩ ደህና ነው አገሬ ታማ አገሬው ጦም ጠሎት ይዟል,0
እርስዎ ከ andrewvoodoo የተረገሙ ናቸው ፡፡ እርስዎ እና የሚወ lovedቸው ሰዎች ደስታን በጭራሽ አይዩም ወይም ዳግም በደንብ አይተኙም።,1
ወታደር የለ . ኦነግ ብቻ,0
ሰውን - እንደ ሰው ሳይሆን እንደ እንሰሳ በአይነትዘር ለይቶ ፍፁም ጠላት ፍፁም ወዳጅ Predator Vs Prey ብሎ እሚፈርጅ - የሀሳብ መቀራረብን እማይፈቅድ,0
አቶ ? መቸም የናንተ ጠቅለይ ምኒስትሩ ጅል እናንተ አኽቲቪስት ተብየ ጅሎች አየ ኢትዮጵያ ጅል በጅል መሆንዋን ያሳዝናል,1
የብልፅግና አምባገነንነት ለየት ያለ ነው:: ባልደራስ ሰልፍ ሲጠራ ተከለከለ:: ለራሱ ለብልፅግና ድጋፍ ሲጠራ ደሞ ተፈቀደ???  #Ethiopia,0
የነዚ ቆሻሾችን የሶሻል ሚዲያ ውንብድና ማየት ነው ያስጠላኝ።አረመኔዎች #Ethiopia,1
አንቺም ዜሮ ዜሮ በሚለው ዘፈን ይታወቃል ።አፈጣጠሩ የሰው አስተሳሰቡ የሆዳም በሬ የሆነ ነው በአንዳንድ ቦታ ሰለሞን ቅንድቡ በመባል ይታወቃል??,1
የአብይ ስርአት በጣም ጨፍጫፊ ጨካኝ ስርዓት ነው ዝህቦች በጠራራ ሰዓት ላይ ይገደላሉ ዝርፍያ ተበራክተዋል የአለም መንግስታቶች መፍትሄ ሊሰጡን ይገባል።,1
ገደል ግባ አንተ የህውሃት ሽንት ጨርቅ አጣቢ ድጋሚ 100ግዜ ነው ምነግርህ ግደል ግባ! ሄደህ ለማያቅህ ታጠን!,1
ነበርሽ? still ነኝ ?? የመጨረሻ ሚስት ናት ፎቶ የላትም,0
#የአውሬው_ቁጥር_666 እና የኮቪድ-19 #ክትባት_ምን_አገናኛቸው? መ[ከ]ተብ ጥበብ አይጠይቅም ሙሉውን ለማንበብና ቪዲዮውን ለመመልከት ከታች ያለውን መጠቁ,0
እውነት እልሀለሁ ሰይጣን እራሱ ሚቀናብህ ጨካኝ ነህ ሰው ጠልቼ አላቅም አንተን ግን እጅግ በጣም ነው ምጠላህ ጨፍጫፊ ነህ ዘር ማጥፋት ፈፅመሀል የጅህን ምታገኘበ,1
ህዝብን ማንቋሸሽ ምንም ጥቅም የለውም።ይልቅ በትግራይ ህዝብ ስም የሰበሰባችሁትን እርዳታ ለህዝቡ ብትልኩ ጥቅም ይኖረው ነበር።ሌላው ነገር ምንም ጥቅም የለውም።,1
ምኑ ይመቻል? ባለ ሁለት ምላስ ለብላቢ ያኔ ለወያኔ ተንበለበለና አሁን ባዲስ ምላስ! አለማፈሩ ሲጎረብጥ!!!,1
አስመሳይ! ትግራይ ሰላም ያለና አንተ የሚትቆጣጠረው ለማስመሰል ነህ። ግን አይሰራም ብቸኛው አማራጭህ ህዝብ ከመረጠው የትግራይ መንግስት ጋር መደራደር ነው።,1
ለግምብራስማ አሳነሰው . ትንሽ ደረቅ ብታደርግለት ብዬ እኮ ነው .,1
#ሰይጣን የውሸት አባት የተባለው ከወያኔ ቀድሞ በመፈጠሩ ብቻ ነው !! በፍጹም በውሸት አይደርስባቸውም !!,1
ግድ ነው ወያኔን ለማገዋለል ያስፈልጋል,0
ባጫ በጭባጫ ያድናችሁ ብለናል። እንኳን እየተዋጋን ብንተኛም አዲስ አበባ አይገቡም እያለ ሲያዝናናችሁ አልነበረም እንዴ? ደሲ ኮምቦልቻና,1
ውሻ በበላበት ይጮሀል ካልሆነ በስተቀር ከ30 አመት ንግስና በሁዋላ በቃችሁ ለወጣቱ ትውልድ አስረክቡ ተብለው ስልጣን ለመቀጠል ሌላ ክልሎችን ወረው በሺህ የሚቆጠ,1
ባስተርግዋሚ አድምጠው . ክህደትና ውሸትም ከመሪዎቻች እንደ መታወቂያ ታድላችዋል! አይታይህም ኦነግ ህዝብ ላይ ሲፎክር ??,1
በግልጽ ከትህነግ ጀርባ ላለችው አሜሪካ ዳንኤል ከተባለው ተቋም ጋርም በብዙ ሚሊዮኖች የሚቆጠሩ ኢትዮጵያውያን መኖራቸውን ማሳወቁ ተገቢ ሳይሆን አይቀርም።,1
አለመረጋጋት ለማስከሰት የውጭ ሃይሎች ስውር አጅ ይኖርበታል የሚል ግምት አለኝ። እንዲህ አይነት ጥሰት ውጥረት አንደሚፈጥር ግልፅ ነው።,0
ክክክክ ደሞ ሀገር ስትል አታፍርም አንተ ሀገር ሻጭ ከሀዲ ባንዳ። ያኔም ቢሆን አባቶችህ ከጣልያን ጋር ሆነው ወግ,1
ይረጋጉ! የርሶ ዓይነቱ ያልተገራ የፖለቲካ ግልቢያ ለማንም እንዳልበጀ ከጡት አባታችሁ ከትህነግ እንኳ ለመማር ጥረት ያድርጉ!,1
የተማረኩት ወንበዴዎች በሳምሪ ለፈፀሙት የዘር ማጥፋትና በሃገር ክህደት በአስቸኳይ ለፍርድ በጦር ፍርድ ቤት መቅረብና በጥፋታቸው መሰረት,1
ሀትሪክ የግሉ ነው!! ትንሹ ልዑል አቡኪ።,0
ፓርላማው የዚህን ዓይነት ፀረ-ሀገር ህብረት የሚወነጅል ህግ ማርቀቅ አለበት።,0
ደንቆሮ የባለጌ ልጅ! ድሮውንም ከሌባ ተከታይ ምን ይጠበቃል!? አህዮች!,1
ምነው ጃል ፈረስ አልኩ እንጂ መጋዣማ አገሩን ሞልቶታልኮ!,0
አንተ ጁንታ ማንነትህ ታውቋል:: በቅርብ ሂሳብህን ታወራርዳለህ:: እዚህ ሀገር ጠቀምጠህ ቅዘንህን አትቀዝንም::,1
እናመሰግናለን ቱርክ ። ኢትዮጵያ የወዳጆቿን እንጂ የጠላቶቿን እርዳታ አትፈልግም,0
እናንተ የኛ ጠላቶቻትን ናቹ ከናንተ ሚያገናኘን የለም ሊኖርም አይችልም ባንዳ የባንዳ ዘር የኢትዮጲያ ጠላት ደሞ ይላል የዘራፊ ልጅ,1
በስጋ በደም ከወያኔ የተወለደው ሽኔ ኦነግስ?,1
#ገልቱ ሀሳብ ይዘህ #በአስተዋይ_አይምሮ ራስህን ብራዘር ክላሽ አያደርግም ሲሉ ሰምተሽ ነው እንዴ ለማበረታታቱ እናንተ አላችሁ ለትችቱም እንደ 100 ሜ ሯጭ የ,1
ሩዋንዳ፣ ኡጋንዳ፣ ታንዛኒያ፣ ኬንያ ግምባራቸው ኢህአዴግን ያስንቃል??,1
አረመኔ ብድን ፈጣሪ አይፈራ። አሜላካቸው አሜሪካን ምድር ላይ የምጠብቀው ይሁሉ ግፍ ሲሰራ ተው አትልም አበቃው,1
የፍቅር ቃል አያልፍ ዘንድ አለም ያልፋል ካንቺ በፊት ነበር ስሜ ሰው ነህ ይላል ፍቅር ሳይኖረው ሀገር ሀገሬ አንቺን ሳፈቅር ለፍቅር,0
አዎ የሻቢያን ሰራዊት ይዛቹ የሁሉንም ክልል ልዩ ሀይል ይዛቹ የአማራ ፋኖና ሚሊሽያ ይዛቹ የሶማሌን ወታደር አሰልፋቹ የአረብ ኢሚሬትስ,0
ተው ወያኔን ቅዱስ አታድርጉ:: ጉዷን እያየን እየሰማን ነው ያደግነው:: የ ሰማነው ደግሞ ከ ተጋሩዎች ጭምር ነው::,1
እኩል ናቸው። ራስን በራስ የማስተዳደር ቋንቋቸው የመጠቀም ባህላቸው የመጠቀም መብታቸው ሲጠቀሙ ብቻ ነው። እንጂ በውሸት አገር አይገነባም።ምን አይነት,1
መጽሐፍ ቅዱሳዊ ትንቢቶችም ሆኑ የክርስቶስ ዳግም ምጽዓት ወይም የኢሉሚናቲ መንግሥትም ሆነ የዓለማት ጌታ ዕጣ ፈንታዎን ሊለውጡ አይችሉም በከባድ ድህነት ውስጥ ይኖራ,0
ሰሞኑን ወያኔ ስለምታደርገው ወታደራዊ ጥቃት የተጠየቁት ፃድቃን ሲመልሱ «ያስቀመጥነው የተኩስ አቁም መንግሥት እንዲቀበል ለማስገደድ ነው» ብለው ነበር። 107 ህፃናትን በመጨፍጨፍ ነ,1
ታላቁ እስክንድር ነጋ በታሪክ ሚወሳ ጀግና ነዉ አብይ ብልግና ፓርቲ ወያኔ የጣለውን እንቁላል ሰብሮ የወጣ ነው!! ፍትህ ለእስክንድር.ለአስቴር . እነሱን አስረክ አንተን,1
ካቃታችሁ ተመልሰን እንነጥቃችኋለን የዛኔ ታዲያ ተላላኪ ነበርኩ አሽከር ነበርኩ አይሳራም! እያንዳንድሽ በስልጣንሽ ልክ ትጠየቂያለ,1
አንቺ አመድ for brains ድሮስ ከባንዳ ልጅ ምን ይጠበቃል፣ ባንዳነት ነዉንጂ,1
አብን የ ብአዴን ልጅ ነው ብለን ተናግረናል። አማራ መሪ አልባ ተደርጓል በሴራ።,1
የሶማሊያ መንግሥት ከኬንያ ጋር ያለውን ዲፕሎማሲ ግንኙነት ማቋረጡን አስታወቀ,0
ዛሬም ነገም ሚኒሊክና የዛሬዎቹ ግልገሎቹ የኦሮሞ ህዝብ ጠላቶች ናቸው:: ይህም በኦሮሞ ስም የሚነግደውን ጠ/ሚኒስተቴር ተብዬ  ይመለከታል::የሚኒሊክን ዘግናኝ ጭፍ,1
